address,ishostedbysuperhost,location_lat,location_lng,name,numberofguests,pricing_rate_amount,pricing_rate_amountformatted,pricing_rate_currency,pricing_ratetype,primaryhost_firstname,primaryhost_hasprofilepic,primaryhost_hosturl,primaryhost_id,primaryhost_languages_0,primaryhost_languages_1,primaryhost_languages_2,primaryhost_languages_3,primaryhost_membersince,primaryhost_responserate,primaryhost_responsetime,primaryhost_smartname,roomtype,stars,primaryhost_about,identity_verified,review_count,identity_verified_1,review_count_1
"Lahore, Punjab, Pakistan",False,31.469,74.318,Ultra Spacious Classical Bedroom on Discount,4.0,19.0,19.0,USD,nightly,Roushan,1.0,https://www.airbnb.com/users/show/71154928,71154928.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Roushan,Private room ,4.74,"A crazily passionate Architect from Lahore, Pakistan, who plans to travel, see and experience the best buildings all around the world. Till now I have just been able to cover India, Canada, UAE and America. Many more in the list.",False,63,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69768,73.00737,Ultra-modern Chic Studio Apt| self check-in| WIFI,3.0,41.0,41.0,USD,nightly,Ahmed,1.0,https://www.airbnb.com/users/show/149923184,149923184.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within an hour,Ahmed,Entire place,4.67,"Hi, I’m Ahmed. I’m an entrepreneur. Airbnb was my side hustle but I’m looking forward to take this to a different level. I have a team setup to ensure that you have a comfortable stay. 

Listings in F-8/F10/E11/Bahria town.",False,273,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69377,72.98014,UM 3 BEDROOM SERVICE APARTMENTS,8.0,74.0,74.0,USD,nightly,Aamir,1.0,https://www.airbnb.com/users/show/268519887,268519887.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Aamir,Private room,4.73,Believe in hospitality,False,22,False,0
"Lahore, Punjab, Pakistan",False,31.47287,74.44499,Upper portion for rent,4.0,34.0,34.0,USD,nightly,Aneeq,1.0,https://www.airbnb.com/users/show/340611060,340611060.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Aneeq,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.38683,74.19649,Upper portion of 8 Marla House with solar backup,4.0,26.0,26.0,USD,nightly,Taimoor,1.0,https://www.airbnb.com/users/show/350022940,350022940.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within a few hours,Taimoor,Entire place,4.94,Not Available,False,17,True,0
"Karachi, Sindh, Pakistan",False,24.78378,67.06235,"Upper portion with 1 furnished bedroom in DHA Phase 8, ideal for short stays",4.0,37.0,37.0,USD,nightly,Adeel,1.0,https://www.airbnb.com/users/show/193001706,193001706.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Adeel,Private room,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69949,72.97238,Upscale peaceful Penthouse 2king/BR isb view E11,6.0,56.0,56.0,USD,nightly,Shehzad,1.0,https://www.airbnb.com/users/show/227105922,227105922.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.9,within a few hours,Shehzad,Entire place,4.73,Acca Qualified..Owner of hostels and Guesthouses in Islamabad,False,39,True,0
"Lahore, Punjab, Pakistan",False,31.35121,74.23299,Verry nice brand new  5 marla uper portion,5.0,16.0,16.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/247608564,247608564.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within a few hours,Muhammad,Entire place,5.0,Not Available,False,3,True,0
"Karachi, Sindh, Pakistan",False,24.9099,67.13007,Very clean room and all things........,2.0,57.0,57.0,USD,nightly,Yusra,1.0,https://www.airbnb.com/users/show/338727133,338727133.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.0,a few days or more,Yusra,Private room,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.81605,67.06674,VERY NEAT & CLEAN HOUSE ON MAIN ROAD IN POSH AREA.,2.0,80.0,80.0,USD,nightly,Muhammad Yaqoob,1.0,https://www.airbnb.com/users/show/96854438,96854438.0,Urdu,English,Punjabi,Pashto,Not Available,0.57,within a day,Muhammad Yaqoob,Private room,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.83486,67.05428,VERY SECURE PLACE,4.0,46.0,46.0,USD,nightly,Sarwat,1.0,https://www.airbnb.com/users/show/337084677,337084677.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Sarwat,Private room,5.0,sifr teen sifr paanch doo saath teen saath paanch doo shay,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.77281,67.08731,VIBE HOUSE,3.0,29.0,29.0,USD,nightly,Usman,1.0,https://www.airbnb.com/users/show/376184241,376184241.0,Urdu,English,Punjabi,Pashto,Not Available,0.78,within a day,Usman,Private room,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.72396,73.07725,"VIP SECTOR F6 ,FULL FURNISHED ROOM AVAILABLE",2.0,19.0,19.0,USD,nightly,Maqbool,1.0,https://www.airbnb.com/users/show/336821893,336821893.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Maqbool,Private room,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.81627,67.04193,We provide quality food in low price,2.0,29.0,29.0,USD,nightly,Rubina,1.0,https://www.airbnb.com/users/show/368719546,368719546.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,0.0,a few days or more,Rubina,Private room,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.72193,73.05789,We welcome you to stay with us,3.0,57.0,57.0,USD,nightly,Bilal,1.0,https://www.airbnb.com/users/show/334008093,334008093.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Bilal,Private room,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.56601,74.32674,Weekend Savings| Most Affordable Double Occupancy,2.0,30.0,30.0,USD,nightly,Fahid,1.0,https://www.airbnb.com/users/show/354631426,354631426.0,العربية,English,Punjabi,Pashto,Not Available,0.6,within a few hours,Fahid,Private room ,5.0,"I/ Fahid Mir have been a Realtor for more than 15 years in the Middle East. Born and raised in Dubai have had a variant exposure to international realty markets. I have been specializing in Vacation Rentals, Timeshare Rentals, Accommodation and Property Management for the last 10 years. My Property at Montgomery Road Lahore is a Classy Boutique Hotel Experience for all Guests. A complete family environment in the heart of Downtown Lahore. A mix and match of modern contemporary designed suites to luxury enhanced condos influenced decor. Come and experience the true beauty of the historical Lahore City Downtown at my premises

You are always more than welcome to explore my hosting",False,1,True,0
"Karachi, Sindh, Pakistan",True,24.95606,67.13472,"Welcome
 AC Bedroom with toilet + lounge & kitchen",3.0,23.0,23.0,USD,nightly,Ahmed,1.0,https://www.airbnb.com/users/show/406434832,406434832.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within an hour,Ahmed,Entire place,4.93,"I am a medical doctor by profession, working in both government and private hospitals and live with my family in the adjacent home of my Airbnb property. My intention is to give best possible services at a very reasonable and affordable prices for all guests",False,24,True,0
"Karachi, Sindh, Pakistan",False,24.86093,67.05408,Welcome Our Guest House Executive Suite In Karachi,2.0,31.0,31.0,USD,nightly,Atif,1.0,https://www.airbnb.com/users/show/278473315,278473315.0,العربية,English,Punjabi,Pashto,Not Available,1.0,within a few hours,Atif,Private room,5.0,"I am a businessman and traveler by passion, I have lived most of my life across GCC, its always been a beautiful experience meeting people from different parts of the world and at the same time offering my as a host :)",True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.66776,73.07328,Welcome to my guest,8.0,57.0,57.0,USD,nightly,Ameer,1.0,https://www.airbnb.com/users/show/173660788,173660788.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Ameer,Entire place,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.90979,67.12651,Welcoming 1 bedroom bed and breakfast.,3.0,25.0,25.0,USD,nightly,Saleema,1.0,https://www.airbnb.com/users/show/420413631,420413631.0,中文 (简体),English,हिन्दी,한국어,Not Available,0.14,a few days or more,Saleema,Private room,5.0,"Hello! It’s me your host, I’m a British born Pakistani. 
I can speak Urdu and English, my husband is fluent in Japanese and my daughter can speak a little Korean so international guests can easily speak with us. 
We also provide delicious breakfast/lunch/dinner.
Room cleaning service, irony and dry cleaning.
We are very welcoming family and we can assure you you’ll have a wonderful time staying.",True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.53324,73.10515,Welcoming 2-bedroom residence and lounge,4.0,73.0,73.0,USD,nightly,Shahnaz,1.0,https://www.airbnb.com/users/show/419448341,419448341.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Shahnaz,Private room,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69279,73.2155,Welcoming guests to a beautiful and peaceful room,2.0,29.0,29.0,USD,nightly,Nergis,1.0,https://www.airbnb.com/users/show/275423760,275423760.0,English,English,Punjabi,Pashto,Not Available,1.0,within a few hours,Nergis,Private room,5.0,"hi I am Nergis khan, l am a professional and  travelled a lot during my career. I always wanted to stay at a place which offered security, hygiene,beauty and comfort. I offer the same to my guests. I offer my guests an environment of ' home ....away from home '. my guests are my top priority. .as I live in the lower portion I am always available for their help.",True,0,False,0
"Lahore, Punjab, Pakistan",False,31.46804,74.25358,"Well lit, cosy and family friendly.",4.0,38.0,38.0,USD,nightly,Romiz Ahmad,1.0,https://www.airbnb.com/users/show/251019308,251019308.0,Urdu,English,Punjabi,Pashto,Not Available,0.8,within a day,Romiz Ahmad,Private room ,4.83,I am a fashion designer. Working in lahore pakistan. Have a wife and a kid.,False,6,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.73149,73.06964,White Lodge Islamabad,16.0,46.0,46.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/325227145,325227145.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Muhammad,Private room,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.45163,74.2733,wlcome to Lhr.Premium space for All.book & enjoy,3.0,19.0,19.0,USD,nightly,Muhammad Uzair,1.0,https://www.airbnb.com/users/show/300218854,300218854.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.96,within an hour,Muhammad Uzair,Private room ,4.5,"Hi there! My name is Uzair & i have been living here in Lahore pas 10 years.
I am Entrepreneur running a textile business.i
I enjoy meeting new people and familiarizing myself with other cultures. This is, essentially, why I've decided to become a full-time Airbnb host. now I am working with Airbnb from 2019 with 7 listings.",False,85,True,0
"Lahore, Punjab, Pakistan",False,31.47101,74.37037,"Y Block phase 3, The most Popular Area of DHA",2.0,40.0,40.0,USD,nightly,Rana Muhammad Ali,1.0,https://www.airbnb.com/users/show/379208219,379208219.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.0,a few days or more,Rana Muhammad Ali,Private room ,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.91011,67.032,Yes,4.0,31.0,31.0,USD,nightly,Syed Shah,1.0,https://www.airbnb.com/users/show/193759901,193759901.0,Urdu,English,Punjabi,Pashto,Not Available,0.67,within a day,Syed Shah,Private room,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.81638,67.0732,You'll feel like staying at your own place.,6.0,74.0,74.0,USD,nightly,Majid,1.0,https://www.airbnb.com/users/show/332863072,332863072.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Majid,Entire place,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,25.04074,67.09359,Your Home,2.0,51.0,51.0,USD,nightly,Arisha,1.0,https://www.airbnb.com/users/show/247950784,247950784.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Arisha,Private room,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69273,72.98096,Your Home Away from  Home!,7.0,86.0,86.0,USD,nightly,Malik,1.0,https://www.airbnb.com/users/show/369358745,369358745.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Malik,Entire place,5.0,Not Available,False,1,False,0
"Lahore, Punjab, Pakistan",False,31.44953,74.49203,Your Second Home,4.0,47.0,47.0,USD,nightly,Ali,1.0,https://www.airbnb.com/users/show/279155245,279155245.0,English,हिन्दी,ਪੰਜਾਬੀ,Türkçe,Not Available,1.0,within an hour,Ali,Entire place,5.0,"Keen to meet new people, I decided to rent the vacant room in house, and have been expanding since then. I am a banker by profession, traveler by passion. Natural inclination towards socialization coupled with personal interest in hosting business, here I am listing my places on Airbnb. I personally make sure you get hotel like services while you stay in home like comfort.",False,57,True,0
"Karachi, Sindh, Pakistan",False,24.80159,67.05113,Yuan Fang Zhi Jia - Guest House,3.0,40.0,40.0,USD,nightly,Ali Shoaib,1.0,https://www.airbnb.com/users/show/156545047,156545047.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Ali Shoaib,Shared room,5.0,"28 years old, Business Person

Movies
Internet & Surfing
Mobile 
Sports
Foodie",True,0,False,0
"Karachi, Sindh, Pakistan",True,24.7954,67.06519,"Zaha Home: Shahvar Manzil-3br apt,Bukhari Comm,DHA",7.0,96.0,96.0,USD,nightly,Mariam,1.0,https://www.airbnb.com/users/show/274478103,274478103.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within an hour,Mariam,Entire place,4.89,"I am a business owner, a mum, a homemaker and an Airbnb host with a passion to make each experience the best for my guests. I love travelling, spending time with my family and friends, watching movies and shopping!",False,260,True,0
"Karachi, Sindh, Pakistan",True,24.92255,67.05577,Zaha Home: Stylish & Luxury 2br Family place,5.0,90.0,90.0,USD,nightly,Mariam,1.0,https://www.airbnb.com/users/show/274478103,274478103.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within an hour,Mariam,Entire place,4.82,"I am a business owner, a mum, a homemaker and an Airbnb host with a passion to make each experience the best for my guests. I love travelling, spending time with my family and friends, watching movies and shopping!",False,260,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70319,72.98027,Zaib Guest House E-11/3 Islamabad,5.0,29.0,29.0,USD,nightly,Jahanzaib,1.0,https://www.airbnb.com/users/show/224273848,224273848.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Jahanzaib,Private room,5.0,it will be helpfull for me,False,1,False,0
"Karachi, Sindh, Pakistan",False,24.80026,67.06933,Zamzam Residency Guest House,16.0,33.0,33.0,USD,nightly,Hunain,1.0,https://www.airbnb.com/users/show/429532294,429532294.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Hunain,Private room,5.0,Not Available,False,2,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.6344,72.92373,Zarkoon heightes,4.0,80.0,80.0,USD,nightly,Nouman,1.0,https://www.airbnb.com/users/show/404825781,404825781.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Nouman,Private room,5.0,Not Available,False,0,False,0
"Rawalpindi, Punjab, Pakistan",False,33.48864,73.09234,"ZEE EXECUTIVE GUEST HOUSE ,JUST SAME LIKE UR HOME",7.0,68.0,68.0,USD,nightly,Umer Nazir,1.0,https://www.airbnb.com/users/show/388483174,388483174.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Umer Nazir,Entire place,5.0,Not Available,False,2,True,0
"Lahore, Punjab, Pakistan",False,31.436,74.288,Zubair Home,4.0,17.0,17.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/191248015,191248015.0,Urdu,English,Punjabi,Pashto,Not Available,0.5,within a day,Muhammad,Private room ,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.81301,67.06109,卡拉奇如家宾馆,10.0,57.0,57.0,USD,nightly,先生,1.0,https://www.airbnb.com/users/show/424160086,424160086.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,先生,Private room,5.0,Not Available,True,0,False,0
