type,name,description
restaurant,KFC - Quetta,"KFC - Quetta located at Adjacent Bolan Appartments, Sharah-e, Gulistan St, Quetta, Balochistan with phone (081) 111 532 532 in Quetta."
restaurant,Paprie,"Paprie located at Paprie Chowk, Sarwar Rd, Cantt, Quetta with phone 0300 1727743 in Quetta."
restaurant,Defence Restaurant & Bar B Q,"Defence Restaurant & Bar B Q located at 52X6+4M4, Shara-e-Iqbal Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,Pakeeza Hotel,"Pakeeza Hotel located at 52W7+M52, Chuharmal Rd, Quetta, Balochistan with phone 0317 0005733 in Quetta."
restaurant,Al Dubai Biryani & Fast Food,"Al Dubai Biryani & Fast Food located at 5283+9XM, Satellite Town, Quetta, Balochistan with phone (081) 2445255 in Quetta."
restaurant,Qasr e Gull Restaurant,"Qasr e Gull Restaurant located at General Musa Road, Near Al Hadi Marriage Hall, Hazara Town Hazara, Town, Quetta, 87300 with phone 0322 8126300 in Quetta."
restaurant,The Aghil Food Court & Arena,"The Aghil Food Court & Arena located at 5XM7+6F7, Hazara Town, Quetta, Balochistan with phone 0300 3884009 in Quetta."
restaurant,Kabuli Dodai,"Kabuli Dodai located at 6XXH+8RH, Baleli Road, Quetta, Balochistan with phone (081) 2301747 in Quetta."
restaurant,Lehri Sajji House,"Lehri Sajji House located at Prince Rd, Quetta, Balochistan with phone 0300 9392243 in Quetta."
restaurant,Afghan Dunya Restaurant,"Afghan Dunya Restaurant located at Masjid Rd, Quetta, Balochistan with phone 0318 8081179 in Quetta."
restaurant,King Kong Pizza & Restaurant,"King Kong Pizza & Restaurant located at Shop, No.2, 18-C, Samungli Rd, Shahbaz Town, Quetta, Balochistan 87300 with phone (081) 2832277 in Quetta."
restaurant,EFC Quetta,"EFC Quetta located at Airport Rd, near Sahaar Bakery, Quetta, Balochistan with phone (081) 2864500 in Quetta."
restaurant,The Rice And Spice Restaurant,"The Rice And Spice Restaurant located at Sadaqat Store Road, Shaheed Mujtaba Rd, Hazara Town, Quetta, Balochistan 87300 with phone 0300 1089977 in Quetta."
restaurant,SAMSOUR,"SAMSOUR located at Food Street, Samungli Rd, Quetta, Balochistan with phone 0313 2222176 in Quetta."
restaurant,The Burning Grill,"The Burning Grill located at quetta commerical center shop no b-65 Alamo Chowk Qabristan, Baleli Road, Al Khair Housing Scheme, Quetta with phone (081) 4014604 in Quetta."
restaurant,Quetta District,Quetta District located at 2.276 million (2017) with phone not available in Quetta.
restaurant,Usmania Tea House,"Usmania Tea House located at 6227+8C3, Circular Rd، near Regal chowk, Quetta, Balochistan with phone not available in Quetta."
restaurant,Kamal Chargha House,"Kamal Chargha House located at Rd، Shara E. Adalat, Quetta, Balochistan with phone (081) 2833861 in Quetta."
restaurant,NOSH Pizza & Restaurant,"NOSH Pizza & Restaurant located at Nichari Rd، near shohada chowk, Quetta, Balochistan with phone (081) 2650207 in Quetta."
restaurant,Italian Creamz,"Italian Creamz located at Samungli Rd, Model Town, Quetta, Balochistan with phone not available in Quetta."
restaurant,Serena Hotel Quetta,"Serena Hotel Quetta located at Shahrah-e, Zarghun Road, Quetta, Balochistan 87300 with phone (081) 2820073 in Quetta."
restaurant,Quetta Chinar Cafe & Restaurant,"Quetta Chinar Cafe & Restaurant located at H48Q+Q2H, Block A Police Foundation, Islamabad, Punjab with phone 0330 5870003 in Quetta."
restaurant,Quetta Restaurant,"Quetta Restaurant located at 52V8+39W, Abdul Sattar Shah Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,Green BBQ Restaurant,"Green BBQ Restaurant located at 52Q7+VGG, Prince Rd, Quetta, Balochistan with phone (081) 2502525 in Quetta."
restaurant,Quetta Club Limited,"Quetta Club Limited located at 624P+77V, Club Road, Quetta, Balochistan with phone (081) 2849676 in Quetta."
restaurant,Kebabish Pakwan کبابش پکوان,"Kebabish Pakwan کبابش پکوان located at 52R8+HCG, Archer Rd, Quetta, Balochistan with phone 0348 2225536 in Quetta."
restaurant,Asia Dastarkhwan Restaurant,"Asia Dastarkhwan Restaurant located at Mecongy Road, Quetta, Balochistan with phone (081) 2829993 in Quetta."
restaurant,Moon BBQ & Restaurant,"Moon BBQ & Restaurant located at Alamdar Road, near Milo Trust, Marriabad, Quetta, Balochistan 87300 with phone (081) 2666546 in Quetta."
restaurant,NIAMAT KADA نعمت کدہ,"NIAMAT KADA نعمت کدہ located at Prince Rd, Quetta, Balochistan with phone 0313 2246658 in Quetta."
restaurant,Yadgar Restaurant,"Yadgar Restaurant located at Yadgar Restaurant, Main Barma Rd, Hazara Town, Quetta, Balochistan 87300 with phone 0310 2233556 in Quetta."
restaurant,HOT N GRILLs Restaurant #restaurant,"HOT N GRILLs Restaurant #restaurant located at Airport Rd, near Toyota Quetta motors, Agha, Quetta, Balochistan with phone (081) 2301516 in Quetta."
restaurant,Quetta Food Club (QFC),"Quetta Food Club (QFC) located at near DHA, Quetta, Balochistan with phone not available in Quetta."
restaurant,Dubai hotel,"Dubai hotel located at 52C4+3WG Haji Yousif St, Quetta, Balochistan with phone 0313 7667808 in Quetta."
restaurant,Usmania Restaurant balei Road,"Usmania Restaurant balei Road located at Quetta - Kuchlak, Baleli Road, Road, Quetta, 87300 with phone 0333 1170216 in Quetta."
restaurant,Safa Restaurant (صفا هوتل),"Safa Restaurant (صفا هوتل) located at Safa Restaurant, Barma Rd, Hazara Town, Quetta, Balochistan 87300 with phone not available in Quetta."
restaurant,RV Pizza,"RV Pizza located at 628R+9G4, Cantonment, Quetta, Balochistan with phone not available in Quetta."
restaurant,Lehri Sajji Resturant Jinnah Road Branch,"Lehri Sajji Resturant Jinnah Road Branch located at 52X7+XJ3 Neel Hotel، Jinnah Road، Eagle Road, Quetta, Balochistan with phone (081) 2821853 in Quetta."
restaurant,Chilli taste restaurant,"Chilli taste restaurant located at 6X3R+HP6, Spinny Road, Quetta, Balochistan with phone 0333 7817527 in Quetta."
restaurant,Cafe China Quetta,"Cafe China Quetta located at beside China checkpost Cafe China, Quetta, Balochistan with phone (081) 2841367 in Quetta."
restaurant,Wranglers Cafe,"Wranglers Cafe located at Airport Rd, Quetta, Balochistan 87300 with phone 0326 3905045 in Quetta."
restaurant,Grill Forest,"Grill Forest located at Ameeri Rd, Hazara Town, Quetta, Balochistan 87300 with phone 0317 8088228 in Quetta."
restaurant,Classic restaurant,"Classic restaurant located at 5XGX+7VW, Quetta, Balochistan with phone 0316 8290042 in Quetta."
restaurant,Raskoh Pizza & Restaurant,"Raskoh Pizza & Restaurant located at Sariab Rd, opposite University of Balochistan, Green Town, Quetta, Balochistan with phone 0331 3553915 in Quetta."
restaurant,Saigon Cafe & Restaurant,"Saigon Cafe & Restaurant located at Eid Gah Gali, Shehbaz Town Shahbaz Town, Quetta, Balochistan 87300 with phone (081) 2863333 in Quetta."
restaurant,Mubarak Food & Restaurant Branch 2 Quetta,"Mubarak Food & Restaurant Branch 2 Quetta located at 52Q7+M5V, Prince Road Shawak Shah Road, Quetta, Balochistan with phone 0341 4242015 in Quetta."
restaurant,ZVR (Zahoor Village Restaurant),"ZVR (Zahoor Village Restaurant) located at One Minute distance from Quetta Airport, Airport Rd، near NHA &, Chiltan Housing Scheme, Quetta, Balochistan 87650 with phone 0334 3080800 in Quetta."
restaurant,Takattu Nights Restaurant,"Takattu Nights Restaurant located at Tor Nasar Chowk, Airport Rd, Quetta, Balochistan with phone 0332 7810600 in Quetta."
restaurant,Ginsoy - Extreme Chinese Quetta,"Ginsoy - Extreme Chinese Quetta located at 6225+69G, Quetta, Balochistan with phone (081) 2826322 in Quetta."
restaurant,Serena Restaurant,"Serena Restaurant located at 6236+MP5، Shahrah-E-Zarghoon, Cantonment, Quetta, Balochistan with phone (081) 2820071 in Quetta."
restaurant,Ice & Fire Restaurant,"Ice & Fire Restaurant located at 5283+MX6, Mini Market Rd, Satellite Town, Quetta, Balochistan with phone (081) 2444351 in Quetta."
restaurant,Zaika Restaurant,"Zaika Restaurant located at Main, near Exexutive Passport Office, Jinnah Town, Quetta, Balochistan 87300 with phone (081) 2863644 in Quetta."
restaurant,Jan Broast And Biryani,"Jan Broast And Biryani located at Prince Rd, Quetta, Balochistan with phone (081) 2669900 in Quetta."
restaurant,Balana Restaurant,"Balana Restaurant located at 7W9P+5F5 baleli checkpost، chaman road, Quetta, Balochistan with phone (081) 2880821 in Quetta."
restaurant,The Vegas Pizza,"The Vegas Pizza located at Model Town, Quetta, Balochistan 87300 with phone (081) 2822022 in Quetta."
restaurant,"Lehri Sajji House, Durrr Balochi Cuisine.","Lehri Sajji House, Durrr Balochi Cuisine. located at Sariab Rd, near Sadabahar Terminal, Quetta, Balochistan 87300 with phone (081) 2444412 in Quetta."
restaurant,Kabul Jaan Restaurant,"Kabul Jaan Restaurant located at 6X7W+44G, Hudda, Quetta, Balochistan with phone 0317 3812244 in Quetta."
restaurant,UNITED SAVOUR FOOD,"UNITED SAVOUR FOOD located at Shawak Shah Road, Quetta, Balochistan 87300 with phone 0300 3902980 in Quetta."
restaurant,Al Fajar Restauran,"Al Fajar Restauran located at Al fajar Resturant, Chiltan Housing Society Chiltan Housing Scheme, Quetta, Balochistan 87300 with phone (081) 2880400 in Quetta."
restaurant,Oreģano,"Oreģano located at 6225+786, GPO Chowk, Zarghun Road, Quetta, Balochistan with phone (081) 2833373 in Quetta."
restaurant,Gulshan Karahi گلشن کڑاہی,"Gulshan Karahi گلشن کڑاہی located at 11, 6-9/11 Toghi Rd, Quetta, Balochistan with phone 0345 8350874 in Quetta."
restaurant,Musketeer Food Court,"Musketeer Food Court located at Musketeer Food Court, Pani Taqseem Chowk, Cantt, Quetta, Balochistan with phone 0331 3099999 in Quetta."
restaurant,Millennium Inn Hotel & Restaurant,"Millennium Inn Hotel & Restaurant located at WM52+6JQ, Main Bazar, near PTDC, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0310 8111888 in  Batakundi."
restaurant,Kunhar View Hotel,"Kunhar View Hotel located at WJ3X+78G, Mansehra - Naran - Jalkhad - Chilas Rd, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0333 5746739 in  Batakundi."
restaurant,Pine Top River Resort Naran,"Pine Top River Resort Naran located at WM64+4GP National Forest, PTDC Motel Area, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0333 5136063 in  Batakundi."
restaurant,Inside Mountains Hotel,"Inside Mountains Hotel located at VJXX+V28, Mansehra - Naran - Jalkhad - Chilas Rd, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0348 6600466 in  Batakundi."
restaurant,Kings Inn Hotel,"Kings Inn Hotel located at WM4G+63P, Saiful Muluk Rd, Mansehra, Khyber Pakhtunkhwa with phone 0312 9607045 in  Batakundi."
restaurant,Rose Valley Hotel Naran,"Rose Valley Hotel Naran located at Jheel Saif ul Malook Road, Naran with phone 0334 5555866 in  Batakundi."
restaurant,Lalazar Lakeview Hotel Saif-ul-Malook,"Lalazar Lakeview Hotel Saif-ul-Malook located at malook, Located right in front of lake saif ul malook Lake saif, ul, Naran, 21200 with phone 0317 7887884 in  Batakundi."
restaurant,Sunrise Valley Hotel,"Sunrise Valley Hotel located at Jheel Road, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0348 2977119 in  Batakundi."
restaurant,Pine Track Naran,"Pine Track Naran located at Jheel Road, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430156 in  Batakundi."
restaurant,Lalazar Hotel,"Lalazar Hotel located at WJ3X+VFQ, N-15, Main bazar Naran, Mansehra, Khyber Pakhtunkhwa 21300 with phone (0997) 420022 in  Batakundi."
restaurant,"Northridge By Roomy, Batakundi","Northridge By Roomy, Batakundi located at Main Batakundi - Babusar Road, Batakundi, 21500 with phone 0300 0905524 in  Batakundi."
restaurant,Taj pc,"Taj pc located at WQJF+JPC, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone 0345 2121000 in  Batakundi."
restaurant,The Croft Family Cottages,"The Croft Family Cottages located at Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0312 8888443 in  Batakundi."
restaurant,The Adventurers R&R,"The Adventurers R&R located at Burawai, Naran with phone 0321 4481700 in  Batakundi."
restaurant,Pine Top Resort Batakundi,"Pine Top Resort Batakundi located at Main Bazaar Batakundi, Mansehra, Khyber Pakhtunkhwa with phone 0333 5136063 in  Batakundi."
restaurant,Hotel Royal Mount and Restaurant estaurants,"Hotel Royal Mount and Restaurant estaurants located at Burawai, Mansehra, Khyber Pakhtunkhwa with phone 0347 5715168 in  Batakundi."
restaurant,Pakistan Hotel and Restaurant,"Pakistan Hotel and Restaurant located at WVR9+WV4, N-15, Burawai, Mansehra, Khyber Pakhtunkhwa with phone not available in  Batakundi."
restaurant,Butt Tikka Karahi,"Butt Tikka Karahi located at WJ3X+MC6, Mansehra - Naran - Jalkhad - Chilas Rd, Naran, Mansehra, Khyber Pakhtunkhwa 21300 with phone 0300 0334463 in  Batakundi."
restaurant,Mount Feast Hotel Naran,"Mount Feast Hotel Naran located at N 15 Mansehra - Naran - Jalkhad - Chilas Rd, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0332 8571133 in  Batakundi."
restaurant,"Kaiynat Restaurant, Burawai","Kaiynat Restaurant, Burawai located at WVR8+2XP, N-15, Burawai, Mansehra, Khyber Pakhtunkhwa with phone not available in  Batakundi."
restaurant,Noor foods,"Noor foods located at WQJF+JPC, Batakundi, Khagan valley, Khyber Pakhtunkhwa 21300 with phone not available in  Batakundi."
restaurant,Royalty Travel Systems,"Royalty Travel Systems located at WVR5+3M, Burawai, Mansehra, Khyber Pakhtunkhwa with phone 0325 3311100 in  Batakundi."
restaurant,Babusar Gateway Restaurant Zero Point Chilas,"Babusar Gateway Restaurant Zero Point Chilas located at WQH8+XCG, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone not available in  Batakundi."
restaurant,Regal inn hotel batakundi,"Regal inn hotel batakundi located at WQHH+6C7, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone 0349 5728813 in  Batakundi."
restaurant,Andaz Hotel And Restaurant Seri Jalkhd,"Andaz Hotel And Restaurant Seri Jalkhd located at XW59+J7W, N-15, Manshera, Mansehra, Khyber Pakhtunkhwa with phone 0346 1270554 in  Batakundi."
restaurant,Moon Restaurant Besal,"Moon Restaurant Besal located at 3W3P+5GG, Besal, Mansehra, Khyber Pakhtunkhwa with phone not available in  Batakundi."
restaurant,New Lalazar Hotel,"New Lalazar Hotel located at Batakundi, Mansehra - Naran - Jalkhad - Chilas Rd with phone 0343 5874801 in  Batakundi."
restaurant,NEW ROSE VALLEY HOTEL BATAKUNDI,"NEW ROSE VALLEY HOTEL BATAKUNDI located at Batakundi, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0333 8882224 in  Batakundi."
restaurant,Batakundi kpk Naran valley,"Batakundi kpk Naran valley located at WQGH+RM3, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone not available in  Batakundi."
restaurant,Pakistan Restaurant (Middle Type),"Pakistan Restaurant (Middle Type) located at WQHG+8VW, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone not available in  Batakundi."
restaurant,The Sarai Hotel & Resort Naran,"The Sarai Hotel & Resort Naran located at Saiful Muluk Rd, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430312 in  Batakundi."
restaurant,Al-Cazar Fort - Hotel & Restaurant,"Al-Cazar Fort - Hotel & Restaurant located at Saiful Muluk Rd, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0349 2244011 in  Batakundi."
restaurant,Serene Resorts,"Serene Resorts located at WMMQ+HQG, Mansehra, Khyber Pakhtunkhwa with phone 0321 5561355 in  Batakundi."
restaurant,The Troutland Hotel & Restaurant,"The Troutland Hotel & Restaurant located at Saif-ul-Maluk Rd, Kaghan, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430088 in  Batakundi."
restaurant,Sajjad Restaurant,"Sajjad Restaurant located at WQGG+VR3, N-15, Mansehra, Khyber Pakhtunkhwa 21300 with phone not available in  Batakundi."
restaurant,Rasheed Hotel Battakundi,"Rasheed Hotel Battakundi located at WQGH+F26, N-15, Batakundi, Mansehra, Khyber Pakhtunkhwa 21300 with phone not available in  Batakundi."
restaurant,Pizza palace,"Pizza palace located at WQHH+546, N-15, Batakundi, Mansehra, Khyber Pakhtunkhwa 21300 with phone 0343 5785800 in  Batakundi."
restaurant,Blue Glacier Restaurant,"Blue Glacier Restaurant located at WR73+W57, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone not available in  Batakundi."
restaurant,Punjab Tikka House - (Naran),"Punjab Tikka House - (Naran) located at near Police Station, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0345 7450474 in  Batakundi."
restaurant,Kunhar View Food Point,"Kunhar View Food Point located at WMJ8+776, N-15, Balakot, Mansehra, Khyber Pakhtunkhwa with phone not available in  Batakundi."
restaurant,Lal Qila Restaurant And Resorts,"Lal Qila Restaurant And Resorts located at WPMX+47J, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone 0346 1006650 in  Batakundi."
restaurant,Vista Celeste Hotel And Restaurant Batakundi,"Vista Celeste Hotel And Restaurant Batakundi located at Batakundi, Mansehra, Khyber Pakhtunkhwa 21300 with phone 0343 9207360 in  Batakundi."
restaurant,Magnum Hotel and Restaurant,"Magnum Hotel and Restaurant located at WQHH+94V, Naran Babusar Road, Batakundi, Batakundi with phone 0345 5021875 in  Batakundi."
restaurant,VILE RESTAURANT Batakundi,"VILE RESTAURANT Batakundi located at WQM4+HVG bata kundi, main road, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone not available in  Batakundi."
restaurant,Butt Tikka karahi,"Butt Tikka karahi located at WQGH+RM3, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone 0300 0334463 in  Batakundi."
restaurant,Taj pearl continental hotel,"Taj pearl continental hotel located at WQGH+HF6, Naran, Mansehra - Naran - Jalkhad - Chilas Rd, naran, Batakundi, Mansehra, Khyber Pakhtunkhwa 77045 with phone 0345 2121000 in  Batakundi."
restaurant,"Roomy Mountain Top Resort, Batakundi","Roomy Mountain Top Resort, Batakundi located at Babusar Road, After Batakundi Bazaar, Batakundi, 18414 with phone 0311 1444100 in  Batakundi."
restaurant,New Rose Valley Restaurant,"New Rose Valley Restaurant located at WQGJ+734, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone 0334 2188222 in  Batakundi."
restaurant,Fahad Guest House And Restaurant,"Fahad Guest House And Restaurant located at WQP8+954, Mansehra - Naran - Jalkhad - Chilas Rd, Batakundi, Mansehra, Khyber Pakhtunkhwa with phone 0346 9629773 in  Batakundi."
restaurant,La Serene Resort,"La Serene Resort located at La Serene Resort, N-15, Batakundi, Mansehra, Khyber Pakhtunkhwa 21300 with phone 0343 0095555 in  Batakundi."
